Attr bn phenotype phenotype2
is_006473 262 attr_262 Apoptosis Other
is_006474 21 attr_21 Other Other
is_006475 210 attr_210 Other Other
is_006476 190 attr_190 Other Other
is_006477 594 attr_594 Other Other
is_006478 209 attr_209 Apoptosis Other
is_006479 180 attr_180 Apoptosis Other
is_006480 121 attr_121 Other Other
is_006481 13 attr_13 Leukemia Other
is_006482 18 attr_18 Apoptosis Other
is_006483 184 attr_184 Apoptosis Other
is_006484 271 attr_271 Other Other
is_006485 235 attr_235 Other Other
is_006486 240 attr_240 Other Other
is_006487 11 attr_11 Apoptosis Other
is_006488 216 attr_216 Other Other
is_006489 24 attr_24 Other Other
is_006490 209 attr_209 Apoptosis Other
is_006491 203 attr_203 Leukemia Other
is_006492 358 attr_358 Other Other
is_006493 167 attr_167 Apoptosis Other
is_006494 228 attr_228 Apoptosis Other
is_006495 160 attr_160 Leukemia Other
is_006496 153 attr_153 Other Other
is_006497 184 attr_184 Apoptosis Other
is_006498 80 attr_80 Apoptosis Other
is_006499 190 attr_190 Other Other
is_006500 176 attr_176 Apoptosis Other
is_006501 41 attr_41 Other Other
is_006502 596 attr_596 Other Other
is_006503 278 attr_278 Other Other
is_006504 444 attr_444 Other Other
is_006505 8 attr_8 Leukemia Other
is_006506 694 attr_694 Other Other
is_006507 180 attr_180 Apoptosis Other
is_006508 150 attr_150 Apoptosis Other
is_006509 232 attr_232 Apoptosis Other
is_006510 208 attr_208 Other Other
is_006511 16 attr_16 Apoptosis Other
is_006512 193 attr_193 Other Other
is_006513 169 attr_169 Leukemia Other
is_006514 15 attr_15 Other Other
is_006515 157 attr_157 Other Other
is_006516 74 attr_74 Other Other
is_006517 24 attr_24 Other Other
is_006518 18 attr_18 Apoptosis Other
is_006519 6 attr_6 Other Other
is_006520 14 attr_14 Other Other
is_006521 210 attr_210 Other Other
is_006522 168 attr_168 Other Other
is_006523 195 attr_195 Apoptosis Apoptosis
is_006524 251 attr_251 Other Other
is_006525 180 attr_180 Apoptosis Other
is_006526 202 attr_202 Apoptosis Other
is_006527 237 attr_237 Other Other
is_006528 227 attr_227 Other Other
is_006529 224 attr_224 Apoptosis Other
is_006530 180 attr_180 Apoptosis Other
is_006531 18 attr_18 Apoptosis Other
is_006532 221 attr_221 Other Other
is_006533 181 attr_181 Apoptosis Other
is_006534 180 attr_180 Apoptosis Other
is_006535 590 attr_590 Other Other
is_006536 239 attr_239 Other Other
is_006537 89 attr_89 Apoptosis Other
is_006538 404 attr_404 Other Other
is_006539 228 attr_228 Apoptosis Other
is_006540 324 attr_324 Apoptosis Other
is_006541 172 attr_172 Apoptosis Other
is_006542 193 attr_193 Other Other
is_006543 232 attr_232 Apoptosis Other
is_006544 169 attr_169 Leukemia Other
is_006545 19 attr_19 Apoptosis Other
is_006546 202 attr_202 Apoptosis Other
is_006547 203 attr_203 Leukemia Other
is_006548 202 attr_202 Apoptosis Other
is_006549 91 attr_91 Other Other
is_006550 189 attr_189 Other Other
is_006551 156 attr_156 Other Other
is_006552 717 attr_717 Other Other
is_006553 180 attr_180 Apoptosis Other
is_006554 209 attr_209 Apoptosis Other
is_006555 232 attr_232 Apoptosis Other
is_006556 346 attr_346 Apoptosis Other
is_006557 155 attr_155 Other Other
is_006558 2 attr_2 Apoptosis Other
is_006559 323 attr_323 Other Other
is_006560 176 attr_176 Apoptosis Other
is_006561 181 attr_181 Apoptosis Other
is_006562 2 attr_2 Apoptosis Other
is_006563 384 attr_384 Apoptosis Other
is_006564 358 attr_358 Other Other
is_006565 211 attr_211 Other Other
is_006566 193 attr_193 Other Other
is_006567 15 attr_15 Other Other
is_006568 1 attr_1 Leukemia Other
is_006569 3 attr_3 Other Other
is_006570 92 attr_92 Apoptosis Other
is_006571 161 attr_161 Apoptosis Other
is_006572 170 attr_170 Other Other
is_006573 169 attr_169 Leukemia Other
is_006574 184 attr_184 Apoptosis Other
is_006575 207 attr_207 Apoptosis Other
is_006576 4 attr_4 Apoptosis Other
is_006577 155 attr_155 Other Other
is_006578 5 attr_5 Apoptosis Other
is_006579 200 attr_200 Other Other
is_006580 169 attr_169 Leukemia Other
is_006581 610 attr_610 Other Other
is_006582 190 attr_190 Other Other
is_006583 176 attr_176 Apoptosis Other
is_006584 108 attr_108 Apoptosis Other
is_006585 6 attr_6 Other Other
is_006586 205 attr_205 Other Other
is_006587 220 attr_220 Other Other
is_006588 734 attr_734 Other Other
is_006589 167 attr_167 Apoptosis Other
is_006590 12 attr_12 Leukemia Other
is_006591 221 attr_221 Other Other
is_006592 322 attr_322 Other Other
is_006593 150 attr_150 Apoptosis Other
is_006594 184 attr_184 Apoptosis Other
is_006595 613 attr_613 Other Other
is_006596 14 attr_14 Other Other
is_006597 22 attr_22 Other Other
is_006598 202 attr_202 Apoptosis Other
is_006599 227 attr_227 Other Other
is_006600 604 attr_604 Other Other
is_006601 176 attr_176 Apoptosis Other
is_006602 756 attr_756 Other Other
is_006603 4 attr_4 Apoptosis Other
is_006604 260 attr_260 Other Other
is_006605 180 attr_180 Apoptosis Other
is_006606 708 attr_708 Other Other
is_006607 185 attr_185 Other Other
is_006608 230 attr_230 Other Other
is_006609 167 attr_167 Apoptosis Other
is_006610 176 attr_176 Apoptosis Other
is_006611 10 attr_10 Other Other
is_006612 190 attr_190 Other Other
is_006613 18 attr_18 Apoptosis Other
is_006614 251 attr_251 Other Other
is_006615 447 attr_447 Other Other
is_006616 109 attr_109 Other Other
is_006617 189 attr_189 Other Other
is_006618 220 attr_220 Other Other
is_006619 299 attr_299 Other Other
is_006620 202 attr_202 Apoptosis Other
is_006621 18 attr_18 Apoptosis Other
is_006622 221 attr_221 Other Other
is_006623 278 attr_278 Other Other
is_006624 286 attr_286 Other Other
is_006625 179 attr_179 Other Other
is_006626 163 attr_163 Other Other
is_006627 8 attr_8 Leukemia Other
is_006628 16 attr_16 Apoptosis Other
is_006629 1 attr_1 Leukemia Other
is_006630 610 attr_610 Other Other
is_006631 7 attr_7 Apoptosis Other
is_006632 18 attr_18 Apoptosis Other
is_006633 7 attr_7 Apoptosis Other
is_006634 169 attr_169 Leukemia Other
is_006635 288 attr_288 Leukemia Other
is_006636 162 attr_162 Leukemia Other
is_006637 169 attr_169 Leukemia Other
is_006638 184 attr_184 Apoptosis Other
is_006639 232 attr_232 Apoptosis Other
is_006640 224 attr_224 Apoptosis Other
is_006641 168 attr_168 Other Other
is_006642 169 attr_169 Leukemia Other
is_006643 240 attr_240 Other Other
is_006644 407 attr_407 Other Other
is_006645 189 attr_189 Other Other
is_006646 16 attr_16 Apoptosis Other
is_006647 1 attr_1 Leukemia Other
is_006648 173 attr_173 Other Other
is_006649 89 attr_89 Apoptosis Other
is_006650 15 attr_15 Other Other
is_006651 232 attr_232 Apoptosis Other
is_006652 234 attr_234 Other Other
is_006653 195 attr_195 Apoptosis Apoptosis
is_006654 220 attr_220 Other Other
is_006655 278 attr_278 Other Other
is_006656 21 attr_21 Other Other
is_006657 8 attr_8 Leukemia Other
is_006658 7 attr_7 Apoptosis Other
is_006659 189 attr_189 Other Other
is_006660 76 attr_76 Apoptosis Other
is_006661 358 attr_358 Other Other
is_006662 111 attr_111 Other Other
is_006663 228 attr_228 Apoptosis Other
is_006664 14 attr_14 Other Other
is_006665 168 attr_168 Other Other
is_006666 214 attr_214 Apoptosis Other
is_006667 202 attr_202 Apoptosis Other
is_006668 160 attr_160 Leukemia Other
is_006669 2 attr_2 Apoptosis Other
is_006670 2 attr_2 Apoptosis Other
is_006671 152 attr_152 Other Other
is_006672 161 attr_161 Apoptosis Other
is_006673 205 attr_205 Other Other
is_006674 15 attr_15 Other Other
is_006675 258 attr_258 Other Other
is_006676 38 attr_38 Apoptosis Other
is_006677 37 attr_37 Other Other
is_006678 5 attr_5 Apoptosis Other
is_006679 170 attr_170 Other Other
is_006680 155 attr_155 Other Other
is_006681 170 attr_170 Other Other
is_006682 181 attr_181 Apoptosis Other
is_006683 9 attr_9 Other Other
is_006684 19 attr_19 Apoptosis Other
is_006685 19 attr_19 Apoptosis Other
is_006686 35 attr_35 Other Other
is_006687 150 attr_150 Apoptosis Other
is_006688 168 attr_168 Other Other
is_006689 180 attr_180 Apoptosis Other
is_006690 70 attr_70 Other Other
is_006691 3 attr_3 Other Other
is_006692 203 attr_203 Leukemia Other
is_006693 228 attr_228 Apoptosis Other
is_006694 203 attr_203 Leukemia Other
is_006695 44 attr_44 Other Other
is_006696 197 attr_197 Apoptosis Other
is_006697 8 attr_8 Leukemia Other
is_006698 168 attr_168 Other Other
is_006699 2 attr_2 Apoptosis Other
is_006700 308 attr_308 Other Other
is_006701 444 attr_444 Other Other
is_006702 181 attr_181 Apoptosis Other
is_006703 19 attr_19 Apoptosis Other
is_006704 12 attr_12 Leukemia Other
is_006705 167 attr_167 Apoptosis Other
is_006706 15 attr_15 Other Other
is_006707 202 attr_202 Apoptosis Other
is_006708 3 attr_3 Other Other
is_006709 174 attr_174 Apoptosis Other
is_006710 278 attr_278 Other Other
is_006711 197 attr_197 Apoptosis Other
is_006712 88 attr_88 Other Other
is_006713 195 attr_195 Apoptosis Apoptosis
is_006714 168 attr_168 Other Other
is_006715 21 attr_21 Other Other
is_006716 227 attr_227 Other Other
is_006717 19 attr_19 Apoptosis Other
is_006718 18 attr_18 Apoptosis Other
is_006719 150 attr_150 Apoptosis Other
is_006720 179 attr_179 Other Other
is_006721 77 attr_77 Other Other
is_006722 181 attr_181 Apoptosis Other
is_006723 93 attr_93 Other Other
is_006724 7 attr_7 Apoptosis Other
is_006725 2 attr_2 Apoptosis Other
is_006726 2 attr_2 Apoptosis Other
is_006727 11 attr_11 Apoptosis Other
is_006728 180 attr_180 Apoptosis Other
is_006729 228 attr_228 Apoptosis Other
is_006730 162 attr_162 Leukemia Other
is_006731 3 attr_3 Other Other
is_006732 202 attr_202 Apoptosis Other
is_006733 80 attr_80 Apoptosis Other
is_006734 167 attr_167 Apoptosis Other
is_006735 209 attr_209 Apoptosis Other
is_006736 6 attr_6 Other Other
is_006737 201 attr_201 Other Other
is_006738 169 attr_169 Leukemia Other
is_006739 247 attr_247 Apoptosis Other
is_006740 314 attr_314 Other Other
is_006741 186 attr_186 Other Other
is_006742 237 attr_237 Other Other
is_006743 314 attr_314 Other Other
is_006744 180 attr_180 Apoptosis Other
is_006745 166 attr_166 Apoptosis Other
is_006746 9 attr_9 Other Other
is_006747 194 attr_194 Other Other
is_006748 19 attr_19 Apoptosis Other
is_006749 262 attr_262 Apoptosis Other
is_006750 341 attr_341 Other Other
is_006751 197 attr_197 Apoptosis Other
is_006752 18 attr_18 Apoptosis Other
is_006753 188 attr_188 Other Other
is_006754 353 attr_353 Other Other
is_006755 341 attr_341 Other Other
is_006756 292 attr_292 Other Other
is_006757 622 attr_622 Other Other
is_006758 164 attr_164 Other Other
is_006759 161 attr_161 Apoptosis Other
is_006760 14 attr_14 Other Other
is_006761 23 attr_23 Other Other
is_006762 407 attr_407 Other Other
is_006763 757 attr_757 Other Other
is_006764 169 attr_169 Leukemia Other
is_006765 180 attr_180 Apoptosis Other
is_006766 215 attr_215 Other Other
is_006767 11 attr_11 Apoptosis Other
is_006768 167 attr_167 Apoptosis Other
is_006769 1 attr_1 Leukemia Other
is_006770 185 attr_185 Other Other
is_006771 260 attr_260 Other Other
is_006772 181 attr_181 Apoptosis Other
is_006773 2 attr_2 Apoptosis Other
is_006774 185 attr_185 Other Other
is_006775 239 attr_239 Other Other
is_006776 160 attr_160 Leukemia Other
is_006777 161 attr_161 Apoptosis Other
is_006778 266 attr_266 Other Other
is_006779 311 attr_311 Other Other
is_006780 168 attr_168 Other Other
is_006781 95 attr_95 Apoptosis Other
is_006782 6 attr_6 Other Other
is_006783 155 attr_155 Other Other
is_006784 180 attr_180 Apoptosis Other
is_006785 6 attr_6 Other Other
is_006786 197 attr_197 Apoptosis Other
is_006787 156 attr_156 Other Other
is_006788 102 attr_102 Other Other
is_006789 24 attr_24 Other Other
is_006790 205 attr_205 Other Other
is_006791 6 attr_6 Other Other
is_006792 197 attr_197 Apoptosis Other
is_006793 79 attr_79 Other Other
is_006794 208 attr_208 Other Other
is_006795 108 attr_108 Apoptosis Other
is_006796 155 attr_155 Other Other
is_006797 5 attr_5 Apoptosis Other
is_006798 166 attr_166 Apoptosis Other
is_006799 2 attr_2 Apoptosis Other
is_006800 12 attr_12 Leukemia Other
is_006801 181 attr_181 Apoptosis Other
is_006802 239 attr_239 Other Other
is_006803 86 attr_86 Other Other
is_006804 278 attr_278 Other Other
is_006805 150 attr_150 Apoptosis Other
is_006806 697 attr_697 Other Other
is_006807 590 attr_590 Other Other
is_006808 181 attr_181 Apoptosis Other
is_006809 168 attr_168 Other Other
is_006810 207 attr_207 Apoptosis Other
is_006811 146 attr_146 Other Other
is_006812 156 attr_156 Other Other
is_006813 7 attr_7 Apoptosis Other
is_006814 4 attr_4 Apoptosis Other
is_006815 190 attr_190 Other Other
is_006816 221 attr_221 Other Other
is_006817 195 attr_195 Apoptosis Apoptosis
is_006818 210 attr_210 Other Other
is_006819 73 attr_73 Other Other
is_006820 170 attr_170 Other Other
is_006821 597 attr_597 Other Other
is_006822 12 attr_12 Leukemia Other
is_006823 18 attr_18 Apoptosis Other
is_006824 242 attr_242 Other Other
is_006825 197 attr_197 Apoptosis Other
is_006826 211 attr_211 Other Other
is_006827 166 attr_166 Apoptosis Other
is_006828 150 attr_150 Apoptosis Other
is_006829 174 attr_174 Apoptosis Other
is_006830 590 attr_590 Other Other
is_006831 227 attr_227 Other Other
is_006832 160 attr_160 Leukemia Other
is_006833 6 attr_6 Other Other
is_006834 221 attr_221 Other Other
is_006835 368 attr_368 Apoptosis Other
is_006836 156 attr_156 Other Other
is_006837 180 attr_180 Apoptosis Other
is_006838 18 attr_18 Apoptosis Other
is_006839 5 attr_5 Apoptosis Other
is_006840 176 attr_176 Apoptosis Other
is_006841 157 attr_157 Other Other
is_006842 152 attr_152 Other Other
is_006843 207 attr_207 Apoptosis Other
is_006844 185 attr_185 Other Other
is_006845 222 attr_222 Other Other
is_006846 34 attr_34 Other Other
is_006847 203 attr_203 Leukemia Other
is_006848 203 attr_203 Leukemia Other
is_006849 207 attr_207 Apoptosis Other
is_006850 14 attr_14 Other Other
is_006851 1 attr_1 Leukemia Other
is_006852 181 attr_181 Apoptosis Other
is_006853 207 attr_207 Apoptosis Other
is_006854 78 attr_78 Apoptosis Other
is_006855 286 attr_286 Other Other
is_006856 197 attr_197 Apoptosis Other
is_006857 235 attr_235 Other Other
is_006858 180 attr_180 Apoptosis Other
is_006859 169 attr_169 Leukemia Other
is_006860 95 attr_95 Apoptosis Other
is_006861 8 attr_8 Leukemia Other
is_006862 358 attr_358 Other Other
is_006863 189 attr_189 Other Other
is_006864 150 attr_150 Apoptosis Other
is_006865 150 attr_150 Apoptosis Other
is_006866 25 attr_25 Leukemia Other
is_006867 181 attr_181 Apoptosis Other
is_006868 167 attr_167 Apoptosis Other
is_006869 4 attr_4 Apoptosis Other
is_006870 150 attr_150 Apoptosis Other
is_006871 70 attr_70 Other Other
is_006872 8 attr_8 Leukemia Other
is_006873 108 attr_108 Apoptosis Other
is_006874 21 attr_21 Other Other
is_006875 251 attr_251 Other Other
is_006876 146 attr_146 Other Other
is_006877 155 attr_155 Other Other
is_006878 160 attr_160 Leukemia Other
is_006879 200 attr_200 Other Other
is_006880 222 attr_222 Other Other
is_006881 195 attr_195 Apoptosis Apoptosis
is_006882 16 attr_16 Apoptosis Other
is_006883 168 attr_168 Other Other
is_006884 120 attr_120 Other Other
is_006885 15 attr_15 Other Other
is_006886 24 attr_24 Other Other
is_006887 5 attr_5 Apoptosis Other
is_006888 278 attr_278 Other Other
is_006889 305 attr_305 Other Other
is_006890 193 attr_193 Other Other
is_006891 23 attr_23 Other Other
is_006892 284 attr_284 Leukemia Leukemia
is_006893 216 attr_216 Other Other
is_006894 180 attr_180 Apoptosis Other
is_006895 185 attr_185 Other Other
is_006896 24 attr_24 Other Other
is_006897 150 attr_150 Apoptosis Other
is_006898 210 attr_210 Other Other
is_006899 270 attr_270 Other Other
is_006900 176 attr_176 Apoptosis Other
is_006901 19 attr_19 Apoptosis Other
is_006902 21 attr_21 Other Other
is_006903 162 attr_162 Leukemia Other
is_006904 1 attr_1 Leukemia Other
is_006905 160 attr_160 Leukemia Other
is_006906 220 attr_220 Other Other
is_006907 2 attr_2 Apoptosis Other
is_006908 286 attr_286 Other Other
is_006909 234 attr_234 Other Other
is_006910 6 attr_6 Other Other
is_006911 230 attr_230 Other Other
is_006912 190 attr_190 Other Other
is_006913 20 attr_20 Other Other
is_006914 164 attr_164 Other Other
is_006915 234 attr_234 Other Other
is_006916 13 attr_13 Leukemia Other
is_006917 170 attr_170 Other Other
is_006918 195 attr_195 Apoptosis Apoptosis
is_006919 8 attr_8 Leukemia Other
is_006920 209 attr_209 Apoptosis Other
is_006921 170 attr_170 Other Other
is_006922 209 attr_209 Apoptosis Other
is_006923 207 attr_207 Apoptosis Other
is_006924 404 attr_404 Other Other
is_006925 176 attr_176 Apoptosis Other
is_006926 162 attr_162 Leukemia Other
is_006927 1 attr_1 Leukemia Other
is_006928 168 attr_168 Other Other
is_006929 167 attr_167 Apoptosis Other
is_006930 266 attr_266 Other Other
is_006931 181 attr_181 Apoptosis Other
is_006932 327 attr_327 Other Other
is_006933 187 attr_187 Other Other
is_006934 210 attr_210 Other Other
is_006935 13 attr_13 Leukemia Other
is_006936 193 attr_193 Other Other
is_006937 176 attr_176 Apoptosis Other
is_006938 197 attr_197 Apoptosis Other
is_006939 314 attr_314 Other Other
is_006940 151 attr_151 Other Other
is_006941 606 attr_606 Other Other
is_006942 229 attr_229 Other Other
is_006943 718 attr_718 Other Other
is_006944 162 attr_162 Leukemia Other
is_006945 209 attr_209 Apoptosis Other
is_006946 205 attr_205 Other Other
is_006947 227 attr_227 Other Other
is_006948 195 attr_195 Apoptosis Apoptosis
is_006949 23 attr_23 Other Other
is_006950 190 attr_190 Other Other
is_006951 95 attr_95 Apoptosis Other
is_006952 99 attr_99 Other Other
is_006953 162 attr_162 Leukemia Other
is_006954 230 attr_230 Other Other
is_006955 188 attr_188 Other Other
is_006956 701 attr_701 Other Other
is_006957 232 attr_232 Apoptosis Other
is_006958 209 attr_209 Apoptosis Other
is_006959 698 attr_698 Other Other
is_006960 222 attr_222 Other Other
is_006961 249 attr_249 Other Other
is_006962 91 attr_91 Other Other
is_006963 92 attr_92 Apoptosis Other
is_006964 111 attr_111 Other Other
is_006965 150 attr_150 Apoptosis Other
is_006966 95 attr_95 Apoptosis Other
is_006967 93 attr_93 Other Other
is_006968 405 attr_405 Other Other
is_006969 156 attr_156 Other Other
is_006970 8 attr_8 Leukemia Other
is_006971 227 attr_227 Other Other
is_006972 170 attr_170 Other Other
is_006973 197 attr_197 Apoptosis Other
is_006974 195 attr_195 Apoptosis Apoptosis
is_006975 176 attr_176 Apoptosis Other
is_006976 76 attr_76 Apoptosis Other
is_006977 209 attr_209 Apoptosis Other
is_006978 190 attr_190 Other Other
is_006979 174 attr_174 Apoptosis Other
is_006980 213 attr_213 Other Other
