Gene_Symbol	MCF10A	MDAMB231
JPT2	11.45314486	11.52144835
SPSB3	7.761319065	7.448071145
TMEM261	7.577926668	7.325005608
ZNF697	7.619223305	8.084944938
TRIM41	9.236122858	8.936807308
ESAM	5.640834508	8.836975815
ADCK2	7.937854738	8.045712763
DHX57	8.901398063	8.83496664
ZNF251	8.718334098	7.653292753
KIFC2	8.13595692	7.16797697
CREB3L1	7.307804488	9.980801668
FMNL3	6.348265233	7.775177413
CERS5	8.666061245	8.3031169
DPP9	11.0051607	10.84506203
CCDC149	6.869423323	4.861593803
AP5B1	8.772078588	8.65377516
CCDC34	6.82411265	7.687226935
TRIM47	8.011703705	8.163373253
SLC25A46	9.574886073	9.968224938
TMEM67	7.104704873	6.57891312
TIGD7	6.336488808	6.922684535
SCARF2	4.85333128	5.751891108
SLC39A13	8.999530843	8.558208158
BOD1	9.545914765	9.962922255
MSANTD3	9.213678215	9.627769148
LMF2	10.12581781	9.692753285
C12orf29	8.784796603	9.1236023
R3HDM4	9.248030393	9.241854105
TMEM259	10.3883074	10.48246234
GUSBP11	5.662897795	5.314214273
DDX60L	6.964613623	8.400848568
LRP5L	4.724705293	4.828964528
CDKN2AIPNL	8.947342993	8.898621058
ANKRD40	9.881942983	10.0633093
UAP1L1	7.477750568	8.190804773
ZNF502	5.540453968	6.079990863
SESTD1	9.792507923	8.517313883
BTF3L4	10.24073844	10.18645187
ATP23	5.82807617	6.001265318
RCCD1	7.28709863	7.741449938
FAAP24	4.774421735	5.127578368
RNF185	8.974658763	8.62534915
ACBD5	9.354117758	9.521149463
PCED1B	6.303162725	5.298557555
ANKRD44	6.566674345	6.499521248
UBXN11	6.046943333	6.450700405
C12orf65	7.857294318	8.368088003
RPS19BP1	8.55379088	8.599363388
ZNF830	7.755745773	7.475333943
CHURC1	10.36211235	9.469746285
NEXN	9.692555003	8.52348296
ATPAF2	6.79321558	6.650285405
ZNF765	7.439048625	7.630198265
MYADM	11.0940724	11.38061693
ZNF845	7.698387008	7.676616315
SYT12	8.772554223	7.009430018
CENPL	7.545782665	8.15435592
SMDT1	7.409940268	7.33113399
LONRF1	7.843150223	7.275297623
RRP7BP	6.433784618	7.16371059
YTHDC1	10.32519772	10.10766924
ELMSAN1	9.859914065	9.848712863
MFSD4B	5.478244555	6.01884178
LIN52	6.438362545	6.680030935
NEK9	10.5643328	9.624820908
CABLES1	7.92432851	8.111427385
NXPE3	9.130513368	9.175431828
CHMP7	8.916538158	9.101029188
ALKBH8	7.640569895	7.905228325
WDR20	8.240934265	8.336135075
CALML4	5.405447903	5.592462418
RFT1	8.337267813	8.298948503
TTC5	6.74654917	6.80386724
FDXACB1	4.977828635	5.98564907
NDUFAF2	8.26595961	9.11994322
ARRDC4	5.778813495	5.484415473
COG7	7.78869178	7.501064765
CXorf40A	7.584528793	7.725902385
ZNF300	7.384189813	4.63520322
TPGS1	5.84784694	5.609018468
FAM58A	7.61494822	7.906043648
SLC25A51	7.56293915	7.981712015
SNX29	8.470610938	7.606205945
CTBP1-AS2	7.820560908	7.42494915
ZC3HAV1L	6.523506443	6.698472598
TTC30A	7.031146045	6.219406923
INTS4	8.073049303	8.321150513
OXNAD1	6.542298423	7.500310385
DSEL	10.44398439	9.631805648
MTDH	12.21993806	12.42858283
MTSS1L	10.80552524	10.74450895
MTG1	7.836700303	7.875312833
UBTD2	10.15502288	9.59820685
RCSD1	4.793896005	7.712665295
LINC01278	8.066229145	8.50192246
LMBRD2	7.876368403	8.072419825
MRPS36	8.053164333	8.607937545
ATP6AP1L	6.064327748	5.85275465
ZNF461	6.020957093	5.541149215
ZNF585B	8.134903098	7.7758516
TMEM129	8.703900073	8.33094442
MEX3A	6.505136773	5.914170763
STRADA	8.057886708	7.835951965
METTL18	6.502745115	6.582398953
GORAB	8.20092272	7.502488345
NAF1	7.97324562	8.206063768
PXYLP1	6.834558328	7.109396043
MRRF	8.487382743	8.775317765
RBM18	9.083358068	9.28694736
CHMP4C	6.074661415	5.567112968
BBIP1	7.997853213	7.742013918
SPECC1	10.11678648	9.23744713
G6PC3	9.52621781	9.567819995
ZNF764	6.572950908	6.388907523
MOB1B	9.757140053	9.40972933
TIMM50	9.062558563	9.907521455
TIFA	7.40416949	7.472415623
MAFG-AS1	5.56118998	5.676604548
MGME1	8.802534715	8.794853858
DTD1	9.396697	9.6924383
FAM114A1	11.23307135	10.32999484
TMEM183A	9.430521578	8.863159123
ARRDC1	8.580800538	8.396757185
DPH7	7.739038005	8.082296915
DNER	8.617634458	8.26784478
SHKBP1	9.428071185	9.419325173
CENPBD1	7.05290305	6.507955618
ZNF276	7.405296933	6.970954685
REEP6	5.474552123	6.007459868
IMP4	9.132173005	9.637166603
HNRNPLL	9.048043728	8.90217379
UBE2Q2	10.0112965	9.28954071
CCDC102A	7.29892965	6.665974143
MARS2	6.541642645	7.671713683
ADAMTSL1	7.552364243	6.941116368
MARCH9	5.85351956	6.031052855
ZBTB47	8.476548258	7.874997813
COQ10A	5.97152365	6.203166385
TEX30	6.617528498	7.306646963
DMKN	5.535920148	5.650342473
NAPRT	7.534510073	6.868559845
TMEM44	7.985904558	7.141782023
ORAI3	8.804043745	8.506503678
ZNF561	9.05209696	8.666131998
HTR7P1	5.737860173	5.728502995
PIGM	8.3038411	7.711607055
IGSF8	8.792727675	8.485945003
PGAP3	7.236503075	6.583601635
HAUS8	6.31577244	7.209435333
MVB12A	7.959467663	8.1499219
SP140L	8.176939435	8.133421745
MMGT1	9.51797554	9.877690725
ARMC6	7.95881487	8.834950965
ZNF670	6.783435943	6.478996975
MAPK1IP1L	11.21041784	11.52150178
SDR42E1	6.385622758	6.733829468
ZFAND4	6.072181348	6.205521038
TRMT10A	6.524329218	6.705336503
TBC1D31	7.258830078	8.021918105
FBXO44	7.809464333	6.774639015
MRFAP1	11.77096046	11.58648973
LOC93622	7.398526238	6.818889055
TADA2B	8.496713	8.570554963
TBCK	8.18843826	6.52993769
TJAP1	9.384463673	9.402685025
ST7-AS1	4.853538695	4.588466798
ARHGAP18	10.81781826	10.75610128
CADPS2	8.164544453	7.39462951
GCNA	3.559883253	2.796607758
ACTR8	8.91870134	8.9025736
ATPIF1	9.569504063	9.92912066
PIGS	9.98012495	10.07896129
TTYH2	3.96231993	3.896943693
CAMK2N2	7.400917945	7.310681873
ZNF101	6.537516333	6.74409984
SYAP1	10.15065475	10.43547259
LENG9	5.808583848	5.14829635
SFXN1	10.57252741	10.69024024
SFXN5	7.012993788	6.681537028
ORMDL1	9.080067708	9.23971545
ORMDL3	8.33051242	8.197444278
PAXBP1	8.654826635	8.831752828
TMEM203	8.343519105	8.445915828
SYTL4	6.69679101	7.05766048
ARHGAP12	10.45043651	10.14691382
FOXQ1	6.136077845	8.54039638
H2AFV	10.55417786	10.75844299
TP53INP1	9.427115703	7.55029447
CEP41	8.115851998	8.47686404
FNIP1	9.74725482	9.833740883
BMS1P20	7.447166658	7.196152573
TGS1	8.832261668	8.777808043
MYL12B	12.36666467	12.27135752
CAVIN3	8.979123068	8.637154883
PRRT2	4.846873503	3.43342618
ERI2	7.969238823	8.277205665
SAT2	8.35819724	8.28398427
DTD2	8.229640833	8.661643263
GTF3C6	8.405699603	8.71440604
SNX18	8.687360563	8.917013023
CYTOR	9.57249722	10.0424421
RWDD2A	7.266391655	6.481423745
CMTM7	8.09222707	8.725607748
RDH13	6.239224505	6.949653378
IFT43	6.084589955	6.016869775
STX1B	2.244370663	2.168898625
GLMP	8.598174008	8.97829737
FDX1L	7.047849875	7.310582635
HOGA1	2.343098698	1.98168291
WDR89	7.76033084	8.331980105
L3HYPDH	8.296191173	7.912299575
TP53RK	8.94497266	8.83279046
SGF29	7.194074708	7.11718601
VPS26B	9.958259065	9.529973715
NACC1	10.82327955	11.01993039
CFAP36	8.898050973	8.581472383
MED8	8.358573	8.541229283
KTI12	7.331622498	7.45383102
RPUSD1	8.107407215	8.434613468
PLCD3	10.68465551	10.55443684
MTFR2	5.667156483	7.183218955
CDCA5	8.146358485	9.6330348
AHNAK2	12.05989605	10.67284515
SAAL1	8.124625073	8.689764848
IZUMO4	3.89661643	4.044449498
SCAMP4	9.42627692	9.749975563
ADAT3	5.385380183	5.319567573
CHST14	8.520316198	7.82287289
CASC4	11.30938094	10.542299
MISP3	2.938526203	2.683248323
SLC46A1	8.176658758	8.305206718
C12orf57	8.69534185	8.060183278
LARP4	9.874472605	10.48690814
GLCCI1	6.984183108	6.660333175
TMEM106A	4.324641408	4.819401115
SFT2D1	8.274099893	8.839546098
TEX261	10.7086788	10.65740385
SMIM12	8.995719158	9.219716593
AZIN2	6.14176694	5.953065583
TMEM54	7.309381543	7.778466543
HELQ	7.512237098	7.293724833
CMTM1	4.28685666	3.777447488
CYP2U1	8.921325733	8.545224435
ADPRHL1	6.031549878	6.628663748
MFSD3	7.607696793	7.194718313
SDSL	4.783177523	6.069582543
PIK3IP1	5.573251063	4.413927523
SLC35A4	10.32046371	10.32611464
DTX2	7.893117658	8.326497088
TOE1	7.395497438	7.8278227
MCM3AP-AS1	4.716927675	5.511587863
BUD23	8.746156448	9.118364018
TXNRD3	7.296287463	6.751468938
SLC2A13	7.281743395	6.660062533
LACTB	8.586595513	8.76949996
PALM2	4.90992291	4.861581158
EFHC1	8.0717244	7.361339238
MAL2	5.810665253	6.66477611
TIRAP	6.854707415	6.46040446
ERMAP	7.234525868	6.251335485
LRRC37B	6.669936343	6.588140068
CYGB	4.434861795	6.642500368
CARD16	7.017664663	5.832978133
BTBD9	7.724269313	7.621789945
LMTK3	4.925407333	6.213676248
MBD6	9.957433485	9.765688568
GPRIN1	7.884312215	7.24405463
SLC25A25	6.918757478	7.637654728
STK11IP	7.511489218	7.457753798
TUBGCP5	8.275349275	7.95835649
FMNL2	10.00735796	10.37678657
ELFN2	8.59010888	8.881053118
PSMG3-AS1	5.97644592	5.46281482
ESCO1	8.884960965	8.898721973
MYSM1	8.921692828	8.598919303
GNRHR2	2.254098903	1.964119373
KLHL29	8.881490773	8.92336628
CROCCP3	4.26445524	3.351921513
ZBED9	5.912641705	5.64650464
RHPN1	4.28598502	4.13709745
LENG8	10.57082844	10.35257407
PWWP2A	9.394172785	8.865037845
SMYD4	7.44098535	7.558086573
OSBPL1A	9.463980863	8.760807038
OSBPL5	10.85582536	9.051204738
OSBPL6	7.7189072	7.258423083
OSBPL7	6.760741593	5.798549565
OSBPL8	11.01183805	11.14886911
OSBPL9	10.95902086	10.59641895
OSBPL10	10.11485794	9.710710453
OSBPL11	8.416512393	8.304084443
C1QTNF1	7.254265103	6.36290899
C1QTNF3	4.130490685	3.424649785
C1QTNF6	4.708508638	5.060990678
FBXO32	9.931210275	9.689366575
TMEM123	12.55481112	12.86998731
EPB41L4A-AS1	7.478353625	6.933615225
SMIM19	7.478843278	6.841112878
MRFAP1L1	9.729754795	9.11273833
PTPMT1	8.7431647	9.105390013
FLYWCH2	8.170197958	7.76689334
WDR31	5.826679303	5.832701643
VASN	10.53841415	9.22801161
ZNF618	8.78610146	7.880414793
MB21D1	6.78569946	8.183128858
NT5C3B	9.45241233	9.475234523
CCDC124	9.233348958	9.840529488
HAUS1	8.455201448	8.734033208
MARCH3	5.155521745	7.006955155
ZNF554	6.007784468	5.279099155
ATG4A	7.156365095	7.566027878
KCTD12	10.03128313	9.914355975
OMA1	7.330827065	7.881670658
SLC25A26	7.552044035	7.51885667
FBXO17	7.270711253	7.10925433
PCMTD1	9.576620173	8.087354508
GPR146	3.89983801	3.807492335
LRRC42	9.16699789	9.432080018
MALSU1	8.078915505	8.289118175
UHRF2	9.638684845	8.57101757
ZNF689	7.644547938	7.625002473
FCHO2	9.42901721	9.33240164
FAM46B	8.13840771	7.811596425
ALPK2	4.708848548	3.761961223
ARHGAP33	6.44534238	6.180705393
EVI5L	8.863525405	9.150708778
TRMT61A	7.437688095	8.102762725
DIS3L	8.852783395	8.852835783
IQCD	4.10415984	4.21544373
DHRS1	6.88849763	6.678426565
WDFY2	8.48400665	7.917859033
TSR3	8.487051918	8.632538305
ZNF653	5.8963691	6.332924753
RNF166	7.222261783	7.341219228
RMI2	6.288610495	7.23721566
LRRC58	10.03687559	10.11771575
LYSMD3	9.357859478	9.298415
BATF2	3.93644054	4.100924085
DNTTIP1	8.961369713	9.136824863
FOXP4	10.20573251	10.83011288
ZNF526	7.729152623	7.715059428
KLHDC3	9.588178838	10.52494353
WDR92	6.883719003	7.407288788
NUS1	10.05707155	10.36584681
FAM210B	11.19532049	9.975087353
FAM122A	8.453401438	8.155107023
ZMYND19	7.708699745	8.123618048
COX20	10.04950841	9.144755955
ABHD15	7.416002048	7.74362836
TLCD1	6.261415088	6.948106715
GINM1	9.850349013	9.650973113
EXOC3-AS1	4.583931493	4.603275605
ZNF837	3.559462305	3.734960145
TOP1MT	8.823143413	8.663436663
TSEN15	9.202166598	10.0212018
MRPL53	7.896873263	8.0736018
MRPL54	7.544043493	8.028155473
N4BP2L2-IT2	3.541263598	3.268173635
RPL39L	6.99800787	8.145540525
CNTROB	8.614856148	8.955451958
SNAP47	9.27149889	8.637490463
SLC18B1	6.241212113	6.28752918
SNORD139	3.58806997	3.374010013
ACAP3	8.986974193	8.281343553
ARAP2	7.756067663	6.707709705
ARAP1	9.795531053	9.515692548
AGAP1	9.367992583	9.415820258
AGAP3	9.582345815	9.70524782
TADA1	8.1192904	7.940978065
CATSPER1	6.085725798	6.02150889
THEM4	8.441223085	8.103244673
RAB3IP	7.650517923	7.56746129
SSX2IP	7.95764141	8.271426565
FTSJ3	9.62545263	10.23354372
IP6K3	7.187079575	7.836928088
PARD3B	7.938840545	7.038038155
RFFL	8.29681298	8.838895998
ZNF354B	7.40533497	6.652893673
TRIM6	6.685960795	7.082933433
UBE2J2	8.948047578	9.036894393
BORCS5	6.532676278	6.481418
ANTXR2	10.37344084	10.26560513
RPL29P2	3.018972498	2.993512945
RPL23AP7	6.622657043	6.388975348
EXOSC6	7.388885023	7.420390273
ZNF511	8.249044245	8.91909401
CHCHD1	7.838178868	8.425644363
MSS51	3.121810245	3.177347193
C10orf90	3.85201965	4.620789735
PSTK	5.700518973	5.96875952
ZNF488	4.664382643	6.549284635
MORN4	6.991118913	7.17945083
ZFYVE27	7.853291143	7.794549073
COMTD1	5.779549555	6.50420262
FRA10AC1	8.056378578	8.55817332
SFXN2	6.224225465	7.561500173
PDZD8	10.15836631	10.4720916
BORCS7	7.793530735	7.11972112
SFR1	6.376354275	7.066519748
CALHM3	4.282608965	5.378100858
CTAGE7P	2.713184178	2.988150883
ANAPC16	9.952478463	10.03668538
SFXN4	7.064106235	8.217991363
C11orf74	6.755789153	6.20978015
SLC36A4	9.172832895	9.45256586
FAT3	5.342629633	5.483073545
CYP2R1	6.036493795	6.501923403
PIH1D2	2.926754183	3.137024235
DNAJC24	7.836462398	8.143324438
ARL14EP	8.80638508	8.647766253
C12orf45	5.82733533	6.799476595
LRIG3	9.458481928	8.076885438
SLC15A4	9.029709545	9.155353488
ZNF641	7.050216158	6.386353815
NEDD1	8.923481968	9.254471663
IKBIP	10.29783998	10.57897087
FGD4	9.46467505	7.803925305
AEBP2	9.289463638	8.985157753
ALKBH2	7.446016935	7.62638234
SPPL3	9.44962879	9.403257045
CSNK1A1L	3.80441344	3.673831305
ANKRD9	7.00639399	7.380727363
IFI27L1	5.790874053	6.145184335
C14orf28	5.861678263	5.516570965
TRAPPC6B	9.243599243	9.373015355
C14orf79	6.255675793	5.949235803
ADSSL1	5.935158048	5.349637083
MRPL52	8.21713225	8.82960659
LRR1	7.531414713	8.674937638
KLHDC1	4.75073397	3.953878125
FRMD6	12.10246387	11.37985208
SOCS4	9.422036898	9.66289054
NAA30	8.996860408	8.950257395
JDP2	8.602813023	8.101548043
ISCA2	7.484135418	8.128672593
TTC8	8.783695403	8.179707393
TC2N	3.385341275	3.109978023
SLC25A29	7.433258513	7.169681623
LEO1	9.365393895	9.18894369
C15orf40	7.12072234	6.765171738
SENP8	5.801147038	5.922424878
MTFMT	7.529780335	7.451775788
TARSL2	7.503999255	6.535716148
LRRC28	7.066173213	6.49786941
NIPA1	8.806599618	9.00106043
HYKK	4.046325768	4.116870353
WHAMM	7.86376325	7.738190823
C16orf46	4.440396863	4.341230113
NTAN1	9.164635258	9.014260348
FOPNL	9.611925968	10.07884737
DCUN1D3	9.211615733	8.728270335
CMTM3	8.217597203	7.817739155
SPATA2L	6.16951017	5.503393455
SPATA33	6.4118316	6.428621528
IQCK	6.375316805	6.037779818
ZG16B	5.43012349	5.672482075
PAQR4	8.47893184	8.908089
ZC3H18	9.858529488	9.755078563
CDYL2	7.84069118	8.167105068
ANKS3	6.698184698	6.410979803
UBALD1	8.201676123	8.30825792
ZNF720	5.980201643	5.67452828
TMEM219	8.863382655	8.656470423
EARS2	8.600632623	8.931323588
TMEM170A	7.663982038	7.973490525
METTL23	7.83937088	8.051011223
MSI2	10.5359891	9.816058005
SLC38A10	9.613579288	9.215247265
CANT1	9.635804973	10.03993425
CYB5D1	7.859559933	7.00171124
OVCA2	7.634867905	6.726847183
USP43	5.493235615	5.74396001
KRBA2	4.608533248	4.338171195
HEXIM2	5.670173423	5.530276933
LSM12	9.584836813	9.929104985
CCDC43	8.749414153	8.947827638
SGK494	3.87199028	4.11179914
ANKRD13B	7.526482758	7.626905365
SLC43A2	4.5633402	5.774930003
CYB5D2	7.815415675	7.170566993
C17orf49	8.1713054	8.57165332
MRPL10	9.431773388	9.598989945
WDR81	8.658975795	7.88097943
TBC1D16	10.41261487	10.10624955
AFMID	7.388314333	7.610376088
LRRC75A-AS1	12.89135859	12.55053698
ZSWIM7	7.257130765	7.051764655
MIEF2	6.33026098	6.241788358
FAM210A	8.402073273	8.913017788
INO80C	7.336299715	7.56786052
TTC39C	8.424404983	7.80251458
ZNF816	6.507873753	6.42551176
ZNF543	5.966399208	5.875235243
RAVER1	10.28527291	10.55974394
C19orf70	8.296866398	8.879780775
TRAPPC5	6.503462813	7.72799639
ZNF813	5.054106828	6.522006083
ZNF441	6.33840019	6.044409953
ZNF440	6.533684133	6.751966855
SWSAP1	4.430208435	4.814810228
JOSD2	7.412193983	7.13012054
ALDH16A1	7.697152503	8.298863553
ZNF787	8.37793297	8.75539446
ZNF573	3.902078485	3.947988828
EID2B	4.65066276	4.61234906
TNFAIP8L1	7.706102253	7.406806258
ZNF57	5.786296045	6.261158383
IRGQ	8.45567181	8.426003903
ZNF428	8.016688713	7.677495608
MOB3A	10.4510065	10.71040937
MFSD12	8.705042823	9.35084308
NDUFA11	9.512152835	9.86193061
MISP	5.41927216	6.34693771
WTIP	7.510657208	6.806406328
ZNF792	5.934631495	6.619204783
NR2C2AP	6.473979698	7.448421925
C19orf47	7.450487453	7.713007485
GABPB2	6.986697838	6.84640372
CCDC163	5.931061695	5.689892215
KDF1	4.814449955	3.733202758
CCSAP	8.734065755	8.412963115
PUSL1	7.198182648	7.442469858
B3GALT6	8.445145025	8.190964755
IFFO2	9.857525933	9.216940353
ATXN7L2	5.827413805	5.473673513
LYPLAL1	8.0351925	7.897778615
TYW3	8.98877101	9.055241958
TPRG1L	9.375992005	9.034004198
FAM213B	8.678492358	8.854672783
ZNF684	5.084648038	5.01354133
TCEANC2	7.213099198	7.23146462
RNF19B	8.051921173	8.19212988
DNAH14	6.130295008	6.28758857
C1orf122	7.955529615	7.745024345
OSCP1	5.966192073	5.61119185
C1orf216	8.202299998	7.542327033
ARL8A	9.620917185	8.843406545
UHMK1	11.69868651	11.49787921
FCRLB	3.809908018	3.783666608
C1orf131	7.928168423	7.351717678
LIX1L	10.90220388	10.19346621
KLF17	2.310496215	2.352372345
IQGAP3	8.6045334	9.626860503
NAXE	9.43156796	9.529038823
ARHGEF19	4.074352953	4.92217009
MRPL55	7.445950108	7.068392003
HIST3H2BB	0.745403473	0.643342263
DRAM2	9.356263515	9.090665775
TATDN3	7.13084946	6.606268485
VSTM2L	10.55192551	11.2372148
SNHG11	6.247909123	5.56026767
FITM2	8.935498008	9.26817469
TBC1D20	10.28317833	9.580057335
SLX4IP	8.049892513	7.739321348
CHMP4B	10.7310429	10.81400638
PIGU	8.578854065	8.76434083
HMGB3P1	1.79618595	2.047310828
C22orf39	7.595639578	7.372646663
TANGO2	7.844860595	7.761812575
ANKRD54	7.932399418	7.32421855
PPP1R21	8.286165878	7.72900445
TRABD2A	7.170620318	7.808166673
TMEM150A	7.153549183	6.7558464
NUP35	7.29303041	8.104027705
TYW5	7.23084742	7.351912693
MITD1	7.680511345	8.02763985
DIS3L2	7.890992383	8.215402728
CMPK2	3.166185075	2.752776993
MBOAT2	10.06521378	8.863038973
TAF8	8.802034253	9.80541173
TMEM18	8.516918625	8.573065955
C7orf13	5.289628313	6.55375751
RBM45	7.156640305	6.941878133
BBS5	6.430905143	6.400327808
ICA1L	6.187656025	5.57083799
FAM168B	10.47210838	10.78536953
CLHC1	5.844747088	4.87348056
PLEKHH2	4.651995608	5.035582215
AP1S3	7.500687285	7.973065533
C2orf76	5.98854886	5.662973653
SGPP2	6.596432428	7.720181173
OSR1	6.573442853	5.811465223
TTC32	5.68584979	5.646206538
UBR3	9.554262045	9.275152523
KCTD18	8.384981058	7.792846375
ZNF513	6.881268243	5.798052363
LYPD6	5.727510585	7.117199918
TMEM198	3.47455557	3.616010723
ZFAND2B	7.407883178	7.07760322
PQLC3	7.689445905	7.45251014
TMEM182	5.171280383	5.279698898
AHSA2	8.05663494	6.968614218
FBXO36	5.82753171	5.742416695
MTERF4	8.20704956	7.843007895
CCDC58	7.579913278	7.92057223
DNAJC19	7.839580138	7.945632105
FAM131A	6.964759608	7.423745348
CHCHD4	7.547611295	8.21091504
CRYBG3	8.555213525	8.755894128
DCBLD2	12.01850014	12.38275978
FAM43A	6.0594586	5.66297249
TPRA1	8.709440433	8.430157528
TMEM42	6.706207223	6.544896185
NUDT16	8.97713433	9.323986098
METTL6	7.785902108	7.793785798
TAMM41	6.999230748	7.210244728
IL17RE	7.145446005	5.897291
GLYCTK	5.209703093	4.935629995
PPM1M	6.799136725	6.457173408
RPL32P3	4.665354725	4.190626155
OCIAD2	9.631506633	9.226107193
SCLT1	7.448193523	7.889674863
C4orf33	7.019318405	6.745097128
PABPC4L	6.014010025	4.878769275
LIN54	8.461200768	8.959056168
C4orf32	8.357912665	9.15980824
GNPDA2	8.638146925	7.916048468
CPEB2	8.601779428	7.820626495
AASDH	7.682796155	7.835898843
PACRGL	7.69070291	7.735215203
TRAM1L1	4.759690878	4.770559873
SETD9	6.073462088	5.867617263
IL31RA	7.452633635	7.15525499
EMB	9.49363482	7.304330588
PPARGC1B	5.176467633	6.55815885
PRRC1	11.18045044	10.46697548
NADK2	8.897519633	8.8176062
JMY	8.948799608	8.550730295
CCDC127	7.999673448	8.044654053
FAM173B	7.192804978	7.100501835
CMBL	9.435481388	9.522643125
DNAJC21	9.777728525	9.848817055
AFAP1L1	8.469615983	8.481611055
GRPEL2	8.73262047	9.10949089
TMEM171	5.276681668	4.67230224
LSM11	7.425428475	7.42975276
POC5	6.97110729	7.386725133
STARD4	9.32116414	9.252146915
WDR36	9.345489855	10.16385633
NUDCD2	8.51137691	8.666484338
UBLCP1	10.13611148	9.822354678
SHROOM1	8.413391013	8.193958178
C5orf24	10.1374327	9.596343088
ADAT2	6.377893365	6.864828638
IRAK1BP1	6.676109073	5.505611823
STXBP5	9.631894283	9.1853042
NCOA7	10.15463299	9.77238823
HINT3	8.167880238	8.447713993
SDHAF4	5.51001245	6.067996335
CD109	11.91464618	7.827433738
RAET1E	7.194022713	5.719595808
PM20D2	8.345279765	8.848674095
C6orf141	4.752791193	4.88835051
TMEM139	4.828536473	5.39824961
ZNF786	6.346609355	6.300785985
MTPN	11.04251269	11.41182546
MPLKIP	8.320574313	8.482944403
C7orf31	6.72594623	6.316220738
CLDN23	3.840642673	5.52206144
FAM92A	8.233174588	8.05360545
VPS37A	9.414585213	9.15944548
NDUFAF6	6.92372835	7.178471503
TMEM68	7.649071973	7.772752468
UBXN2B	9.76147427	8.481579938
GPAT4	10.04061858	9.836386555
LETM2	7.899774805	7.945803343
HGSNAT	10.77949127	9.68401675
NACC2	9.843211588	9.387484538
C9orf116	4.56780526	5.047700553
CARNMT1	8.511204365	8.899325838
C9orf85	6.336227453	6.4736383
PTRH1	5.98940642	6.162009465
PIP5KL1	3.081328485	3.432534218
TAF1L	5.361941135	5.512826638
PTPDC1	7.664285235	8.176127063
RPP25L	7.166340058	7.535614508
SLITRK4	6.447908915	4.406743753
FAM199X	10.21101751	9.851361375
AMER1	7.128464408	7.25132621
APOOL	9.367513013	9.48583781
HDX	6.396039465	5.899923308
FUNDC1	7.62161231	7.857759203
UPRT	7.662635918	7.71663572
GAB3	6.63912661	5.851626918
DOCK11	8.188403175	8.412209565
SPIN4	8.124836165	8.162364855
ASB6	8.487549388	8.4729725
ASB7	8.25824269	7.979919855
ASB8	8.383665373	7.89097057
MYL6B	8.652828433	8.111853458
ZNF358	10.11809435	9.233897848
S100A16	12.0140977	11.39500888
SELENOM	8.504002845	7.429615153
NEK7	11.28083723	10.42031357
C20orf96	6.395629283	6.255514353
NOL4L	8.6008748	7.797926148
SAMD10	6.56922494	6.737282638
BRI3BP	6.606016573	7.17898284
SOGA1	9.765986783	9.673505508
DYNLL2	9.382528855	9.486074858
TMEM37	6.525647118	4.716316493
UBE2F	9.018093308	8.96493625
SMCR8	9.47066639	9.838048798
SRXN1	10.00044633	10.32543107
ROMO1	8.312952998	8.569280938
ZSWIM3	5.685503515	5.261981668
NANP	8.47297457	8.709540068
ISM1	4.130177688	4.780657635
SIRPA	9.10802323	6.75640532
SREK1	9.73458948	9.85887311
STK35	9.23851677	9.29143147
MIB2	7.978941943	7.558944183
DUSP19	5.106467668	3.832471658
SAMD8	9.523240218	9.5783437
TRUB1	8.787580988	8.973428313
MPP7	5.319346748	4.126699715
VTI1A	8.66783426	8.69461822
EIF5AL1	9.13861629	10.08366117
HECTD2	8.72504502	7.543273465
FGFBP3	4.243882863	4.721772353
CACUL1	9.9854662	10.165913
LDLRAD3	10.82604469	10.60973343
XRRA1	7.845233738	7.621129758
LOC143666	3.46477872	3.39428944
FAM76B	8.150673695	8.450812428
SESN3	5.63324456	3.77764194
ARHGAP42	6.000752568	7.930341878
KBTBD3	5.804401103	5.397208025
CWF19L2	7.545934778	7.532228623
KDELC2	8.936194975	10.13205538
C11orf84	8.57752141	9.003032565
PLEKHA7	7.387462983	8.358563065
SPTY2D1	9.242532778	9.386863608
TMEM86A	3.233679163	2.946275623
DNHD1	4.413448888	5.987832883
PRICKLE1	7.27271239	6.667968263
BCDIN3D	6.38479259	5.516136468
ALG10B	6.703592055	6.686770423
ZNF664	11.18777846	11.35550187
ETFRF1	7.4520895	6.847770753
CPNE8	7.725849923	8.357771155
TMEM120B	8.042393798	8.04116198
WDR66	5.64773003	6.755655648
E2F7	8.108313915	8.996396305
KRT80	10.16481129	11.65686558
C12orf66	6.170142188	5.90666436
C12orf60	3.953382678	3.64570501
FBXL14	6.219659793	5.75015328
RAD9B	1.742630348	1.726186595
FAM109A	7.57035461	7.287089873
LACC1	7.123816103	7.432242163
HNRNPA1L2	7.34897184	6.85663525
ST13P4	6.900280765	6.283011443
B3GLCT	7.631407058	7.22981112
ADAM21P1	1.04009128	0.91507837
MIPOL1	7.103586935	6.904225193
SLC38A6	7.375426813	7.137172215
FRMD6-AS1	3.189164388	3.16059832
PTGR2	7.099584025	7.978817393
FAM161B	6.205761548	5.955447625
CEP128	6.030695823	6.997744453
MDP1	5.667293583	5.100968055
TTC7B	8.128999125	8.35076549
LYSMD4	5.807134403	5.42361671
GCOM1	5.928053908	5.540845518
LOC145783	5.142912258	4.94090907
C15orf61	5.555790403	5.693042058
HAPLN3	3.897368953	4.635259328
